1091.66198	807.03868	82
1091.11334	806.68967	83
1092.52028	806.63107	84
1092.43502	806.40804	85
1092.07641	806.57293	86
1092.17405	806.45300	87
1092.27049	806.78553	88
1090.82468	806.59066	89
1091.66942	806.98863	90
1091.16213	806.75362	91
1090.24203	807.05760	92
1090.43140	806.88721	93
1090.91095	806.80404	94
1089.85412	806.75801	95
1089.51033	806.85321	96
1090.60654	807.23948	97
1090.02489	807.08454	98
1089.96068	806.86740	99
1090.79557	806.67608	100
1090.59728	806.93755	101
1090.23572	806.84736	102
1090.16807	806.56367	103
1089.95051	806.41662	104
1089.43185	806.16337	105
1089.23959	806.25290	106
1088.12333	806.41407	107
1087.60630	806.31242	108
1087.13243	806.23245	109
1087.00586	806.33034	110
1086.81687	806.42463	111
1086.67305	806.38936	112
1086.78629	806.18727	113
1086.92330	806.54732	114
1086.89422	806.79955	115
1087.11327	806.87610	116
1088.26046	806.68030	117
1087.70729	806.43543	118
1087.00105	806.12039	119
1086.72066	806.14170	120
1086.00520	806.18450	121
1085.32323	806.65478	122
1085.55933	806.72833	123
1085.42746	807.01002	124
1085.90284	806.81039	125
1085.66500	806.92307	126
1086.19748	806.96124	127
1085.85982	806.78731	128
1086.55510	807.00406	129
1086.92890	807.03829	130
1088.46028	807.14854	131
1087.96743	807.15192	132
1088.16074	807.18264	133
1088.33962	807.16170	134
1088.60356	807.23309	135
1088.72829	807.32782	136
1088.44776	807.51247	137
1089.09006	807.33684	138
1089.30384	807.56346	139
1088.87586	807.70541	140
1087.71195	807.80833	141
1086.80521	807.66203	142
1087.15038	807.96191	143
1086.88257	808.29572	144
1086.64290	807.93045	145
1086.42325	807.88259	146
1085.93303	807.94470	147
1085.14477	808.11826	148
1085.20541	808.39996	149
1085.29059	808.40173	150
1085.24479	808.79768	151
1084.94694	808.27287	152
1084.19416	808.35664	153
1083.81548	808.24755	154
1083.98841	808.10468	155
1083.08025	808.44968	156
1082.21123	808.37987	157
1082.01381	808.39602	158
1083.41967	808.63346	159
1083.21415	808.75967	160
1083.13330	808.80609	161
1082.79791	808.84542	162
1082.23544	808.70179	163
1081.63487	809.16389	164
1081.98855	809.31015	165
1081.71443	809.09447	166
1082.40700	809.06772	167
1081.77625	808.86517	168
1080.61603	808.63637	169
1081.33530	808.68804	170
1081.51336	808.67869	171
1080.82359	808.31367	172
1080.53224	808.13955	173
1080.32252	807.71337	174
1081.37974	807.70178	175
1080.86305	807.39562	176
1080.72875	807.38225	177
1080.38622	807.41255	178
1080.04923	807.05525	179
1079.89335	806.89046	180
1080.07060	806.38811	181
1079.56771	806.60253	182
1078.64865	806.58118	183
1078.42852	806.25647	184
1079.07335	805.98896	185
1078.36199	805.83876	186
1077.87806	805.71050	187
1077.93720	805.73798	188
1078.25598	805.89714	189
1077.65441	805.69240	190
1077.79488	805.75951	191
1077.25572	805.55225	192
1077.26328	805.68379	193
1077.56542	805.93397	194
1076.95853	805.94618	195
1077.63685	806.25460	196
1077.69735	806.17753	197
1078.24976	806.12153	198
1079.12875	806.61516	199
1079.83201	806.15502	200
1078.87260	806.26386	201
1078.69918	806.39451	202
1079.41046	806.49137	203
1079.64048	806.12501	204
1080.70904	806.11265	205
1080.56266	806.10667	206
1079.53593	805.94244	207
1078.53480	805.81392	208
1079.07088	805.70605	209
1078.66397	805.66910	210
1079.06732	805.52296	211
1079.20530	805.53676	212
1079.02784	805.21239	213
1079.15810	804.90888	214
1078.71404	804.31427	215
1079.32378	804.22023	216
1078.23247	804.10219	217
1078.24609	803.86580	218
1079.36394	803.77105	219
1079.35535	803.94737	220
1079.30039	803.88940	221
1079.20792	804.28656	222
1078.70109	804.27271	223
1079.33380	804.17367	224
1079.19855	803.68565	225
1079.43129	803.38837	226
1080.64074	803.44588	227
1081.06325	803.75116	228
1080.86021	804.01453	229
1081.56975	803.83861	230
1082.05687	804.08371	231
1082.08215	803.86299	232
1082.58690	803.79478	233
1081.43412	803.78740	234
1080.79940	803.48541	235
1080.63860	803.46412	236
1080.41484	803.47476	237
1081.04432	803.68187	238
1081.28084	803.49482	239
1081.24908	803.18569	240
1081.43163	803.44814	241
1081.12186	803.59348	242
1082.89892	803.52541	243
1082.85008	803.33616	244
1082.12455	803.25284	245
1082.37046	802.90526	246
1082.92783	802.82720	247
1082.99123	802.58430	248
1082.53367	802.76180	249
1081.95439	802.40433	250
1081.69405	802.53377	251
1082.00845	802.34369	252
1082.75468	802.09510	253
1081.60327	802.06525	254
1081.22485	801.55803	255
1081.31811	801.36285	256
1082.12684	801.16192	257
1083.45088	801.34737	258
1083.96575	801.42609	259
1083.98235	801.20999	260
1083.34356	800.88872	261
1084.72009	801.21921	262
1085.07035	800.98174	263
1084.94213	801.38483	264
1085.73177	801.62204	265
1085.58306	801.57877	266
1085.70514	801.58910	267
1085.75979	801.00659	268
1086.33977	801.11669	269
1086.88763	800.83719	270
1085.95036	800.69790	271
1086.15842	800.59541	272
1086.03657	800.84783	273
1085.88015	800.91732	274
1087.18396	800.99997	275
1087.62592	801.05320	276
1086.90187	800.99897	277
1086.37909	800.95262	278
1086.67282	800.46768	279
1086.62845	800.50568	280
1086.24505	800.41422	281
1085.71675	800.57671	282
1085.66669	800.69432	283
1085.52049	800.90621	284
1083.96101	800.65027	285
1085.19144	800.48033	286
1084.11410	800.37269	287
1085.22915	799.98757	288
1085.28403	800.03021	289
1085.91791	800.03275	290
1086.84391	799.99263	291
1086.58855	800.31302	292
1086.07331	800.25418	293
1085.96915	800.08114	294
1086.48667	800.49434	295
1086.01497	800.55698	296
1086.71644	800.24562	297
1087.10944	800.31218	298
1086.44677	800.43696	299
1086.02136	800.53784	300
1086.75505	800.16799	301
1086.14324	800.11150	302
1085.73686	799.99805	303
1086.33727	799.68047	304
1087.58899	800.00877	305
1088.90528	799.96040	306
1090.20614	799.89571	307
1089.70421	799.64610	308
1089.35160	799.70971	309
1090.65240	800.22433	310
1090.64510	800.01881	311
1091.14032	800.14336	312
1092.03904	800.27939	313
1090.85352	800.02908	314
1092.17231	800.35997	315
1091.13090	800.28686	316
1091.92224	800.43599	317
1091.84512	800.44653	318
1091.81787	800.16547	319
1091.20531	800.38546	320
1091.91259	800.34469	321
1092.37519	800.43089	322
1092.32267	799.86498	323
1091.77569	799.80259	324
1092.22189	799.94024	325
1092.47549	800.32091	326
1092.62605	800.77432	327
1092.70431	800.97127	328
1092.52782	800.85594	329
1092.53217	801.13188	330
1092.13013	800.94572	331
1092.16329	800.99343	332
1091.69559	800.96370	333
1091.01526	800.74346	334
1090.42819	800.87450	335
1089.89179	800.82748	336
1089.09395	801.25045	337
1089.05408	801.01134	338
1088.77980	800.66270	339
1088.91160	800.47226	340
1089.10332	800.62660	341
1088.43798	800.91540	342
1088.44598	800.91282	343
1088.67833	800.99516	344
1088.29010	800.64708	345
1089.05282	800.29367	346
1089.70205	800.14332	347
1091.11313	800.11211	348
1091.27038	800.39008	349
1091.01433	800.63068	350
1091.45057	800.58719	351
1092.12195	800.68609	352
1090.78453	800.50051	353
1090.39273	800.79276	354
1090.28813	801.16690	355
1089.95970	800.52760	356
1090.32972	800.55744	357
1090.08149	800.69308	358
1088.72377	799.93696	359
1089.14605	800.18738	360
1089.20355	800.05811	361
1090.60355	799.91675	362
1091.95244	800.11202	363
1091.10039	800.18909	364
1090.58374	799.91584	365
1089.61428	799.81503	366
1089.11736	799.76072	367
1088.59777	799.61389	368
1089.23203	799.54822	369
1089.08822	799.55047	370
1089.47958	800.14350	371
1089.49803	800.15389	372
1089.38217	800.25764	373
1090.40264	800.01457	374
1090.74347	799.71019	375
1090.82605	799.67783	376
1090.98303	799.42422	377
1091.11661	799.45070	378
1091.05665	799.34104	379
1091.36223	799.61526	380
1092.58568	799.04655	381
1092.48889	798.87962	382
1093.04968	798.58413	383
1092.14776	798.18642	384
1093.33638	798.21073	385
1091.92955	798.48247	386
1092.33845	798.11218	387
1091.99563	798.04129	388
1091.55148	797.79056	389
1090.90153	797.73325	390
1091.09416	797.63431	391
1091.23014	797.60012	392
1090.86703	797.63225	393
1090.74272	797.52160	394
1090.93061	797.57410	395
1090.54369	797.33213	396
1089.89519	797.02866	397
1090.21715	796.90203	398
1090.04549	796.82056	399
1089.67914	796.70614	400
1089.01401	796.83313	401
1089.47857	797.19888	402
1090.31542	797.10958	403
1089.68835	797.24593	404
1088.51171	797.15416	405
1087.94393	796.97887	406
1088.50476	797.04902	407
1087.46586	796.62893	408
1086.21700	796.61573	409
1086.20338	796.77835	410
1086.64862	796.40549	411
1085.71186	796.53147	412
1084.36591	796.21106	413
1084.94101	796.13768	414
1084.59467	795.83055	415
1085.20532	795.84506	416
1084.76921	795.79940	417
1085.04076	795.82115	418
1085.38833	795.68658	419
1085.33797	795.50889	420
1085.50633	795.64647	421
1086.09324	795.39520	422
1085.75762	795.30645	423
1086.16048	794.92140	424
1086.58107	794.70461	425
1086.92180	794.76037	426
1086.56512	794.66639	427
1087.19426	794.65719	428
1086.79481	794.65644	429
1086.64055	795.27933	430
1086.38209	795.01048	431
1086.40071	794.67312	432
1086.95405	794.72813	433
1086.41931	794.71119	434
1086.27914	794.48663	435
1086.41378	794.69881	436
1086.86371	794.60178	437
1085.87457	794.29128	438
1085.76579	794.25564	439
1086.00429	794.83431	440
1086.08670	795.12402	441
1086.34382	794.72172	442
1085.59565	794.40224	443
1085.53233	794.16904	444
1086.12104	794.33137	445
1085.80869	794.43643	446
1085.60075	794.49588	447
1085.68204	794.26401	448
1085.32782	793.80622	449
1085.57892	793.80162	450
1085.39564	793.64250	451
1086.18458	793.57208	452
1085.22653	793.34900	453
1085.33775	793.79350	454
1086.13444	793.52519	455
1086.10239	793.53980	456
1086.31472	793.36888	457
1087.48894	793.49130	458
1088.18649	793.66574	459
1088.74470	793.58730	460
1088.91116	793.50186	461
1088.90884	793.61958	462
1088.11683	793.29000	463
1086.42525	793.41010	464
1085.63708	793.12311	465
1085.47003	792.93235	466
1086.05263	792.85067	467
1086.50135	792.99648	468
1085.80721	792.71796	469
1085.58597	793.00313	470
1085.58030	792.99837	471
1085.28090	793.04054	472
1084.73424	792.54865	473
1084.73684	792.71201	474
1084.97546	792.87985	475
1085.04306	793.01586	476
1086.21328	792.85301	477
1085.39707	792.79215	478
1084.02816	792.84266	479
1084.03158	793.05130	480
1083.83604	793.14979	481
1083.47696	793.08210	482
1083.46261	793.00759	483
1083.55016	792.98303	484
1083.89768	792.92237	485
1085.34709	793.37214	486
1084.60069	793.22229	487
1084.76893	793.28115	488
1084.67522	793.29295	489
1083.32329	793.30184	490
1083.75344	793.10805	491
1083.56435	792.85489	492
1083.12996	793.03509	493
1084.21952	792.97071	494
1083.69736	793.45034	495
1083.63332	793.77941	496
1084.10470	793.52080	497
1084.26858	793.67668	498
1085.41369	793.51121	499
1086.21781	793.73207	500
1087.04354	793.56825	501
1087.03930	793.49380	502
1087.29512	793.86112	503
1086.87989	793.73583	504
